sentiment_text,rate
due holiday not fox_friends morning next monday,1
country_needs ~ ~_donald trump ~ ~ one world get us debt thank,0
donald_trump mr_trump not run ' christie answer no no bowing,1
art_deal one_greatest books ever thank,1
scotland could verge new generation hydro power would great,1
cannot_wait look_forward also,0
never equated wind_farms pan lockerbie disaster stated never released terrorist bad,1
jealous got magnificant course like doonbeg beautiful island world fact,1
congrats adding beautiful west ireland golf_club portfolio lifted country,1
majority people near course fully support problem vocal minority ( scotland ),1
come discredited reporter refused write events new_hampshire buffalo record breakers,-1
failed dishonest reporter refuses mention sarcasm voice referring irrelevant buzzfeed,-1
spectacular please keep good work thank,1
wife stayed anniversary beautiful place amazed staff remembered name,1
watching home_alone son look exact get ? ?,-1
one great places planet get better investing large sums,1
brand_new blue_monster golf_course trump national_doral fantastic business also new driving range open night,1
donald_trump still favorite mac_miller track mac certainly done well many hits twitter ?,1
without_passion donnot energy_without energy nothing donald_trump,-1
dishonest slob reporter doesnnot understand sarcasm talking wife wrote foolish boring trump hit,-1
never day work thomas_edison,0
best advice best leader,1
set bar high best possibly focused disciplined alert every_single day,1
never day work life fun thomas_edison,1
coming doonbeg ? ?_yes soon,1
date celebrity_apprentice excited see start shooting weeks,1
valentine day wife th weekend great,1
looks fantastic great time grand opening looking_forward,1
please thing whitestone bridge thanks donald_trump try,1
donald_trump paid million per hr every speaking engagement,1
monday lectured college students makes successful always exceed customers expectations thx,1
wife stayed not hotel beautiful service outstanding thank,1
know cast next_season tice ? soon,0
scotland loss short sighted wish every success new club thank,1
hope derek_jeter fantastic year changes mind retiring great_guy,1
hotel looks great cannot_wait build something epic good_luck,1
irish government smart destroy beautiful coastline bird_killing ugly wind_turbines,-1
new club atlantic_ocean ireland soon one best world no one looking ugly wind_turbines,-1
hi donnot_know took long follow welcome ireland looking_forward visit new golf_club,1
real_deal man thanks,1
excited true inspiration many americans thank,1
role_model one best americans thank mike,1
believe way karzai talks united_states zero respect,1
totally agree brain inspiring loved years thanks,1
definitely agree really hope run_president thank,1
congrats purchase ireland apply work ? write manager joseph good_luck,1
donald_trump would ideal president thank,1
one idols age read books started company thanks great,1
thanks dan,1
give goals substance make count many levels remember passion catalyst great achievement,1
big part country even southern states massive attack snow freezing cold global_warming anyone ?,-1
clubhouse facility suites ireland,0
great making keynote speech lincoln day dinner hosted dan isaacs ny republican county committee wonderful people,1
scotland ’ stop insane policy obsolete bird_killing wind_turbines country destroyed,-1
sons eric ireland looking new club phenomenal,0
always bear mind resolution succeed important abraham_lincoln,1
things capable would literally astound thomas_edison,1
donnot sell short something important today beginning think_like champion,1
obamacare wonderful law obama summarily change law election ?,1
make special no better place celebrate st patrick day windy city,1
trump lays big plans doonbeg resort billionaire says investment shows ireland ’ economy recovering,0
sons eric right doonbeg ireland nothing like,-1
people ireland great purchase doonbeg soon,1
trump championship course opens rave reviews via,1
looking_forward addressing record_setting crowd tonight new_york county lincoln day dinner lots talk,0
great purchase ireland top spot,1
remember keep going stop momentum stop –_think big,-1
views nyc skyline trump stamford connecticut ’ luxurious high rise featuring trump amenities,0
destiny part play life business give chance work think_like champion,1
governor_cuomo cut verrazano bridge tolls made major point speeches love people staten island,1
wrestlemania coming chance renewing rivalry ? ask vince,1
anytime see someone talking celebrity weight loss twitter total_scam,-1
agree people mocking russia efforts going hurt us long run,-1
please mr_trump put show ? would great,1
looking_forward playing trump national la tuesday padraig harrington say hi padraig,1
thanks kasey,1
fox_friends enjoy,1
saying three months bridge tolls staten island far high unfair got lowered not nearly enough,-1
nobody asked great school,1
via_donald trump reopens doral blue_monster,0
stories downtown new_york features loft inspired interiors designed fendi casa,1
remember things cyclical resilient patient creative remain positive think_like champion,1
frumpy little read editorial writer gail collins keep job ? totally irrelevant,0
never allow attitude liability positive strong set mind winning keep,1
negotiation persuasion power,0
tough strong willing learn – learn ’ afraid mistakes setbacks think_like champion,1
innovation distinguishes leader follower steve_jobs,1
investment knowledge pays best interest benjamin_franklin,1
blue_monster golf_course officially opens tomorrow trump national_doral ribbon cutting ceremony great course great reviews,1
wow obamacare projected large_scale drop jobs even dems shocked million number disaster,-1
country stop wasting_money global_warming many truly stupid things begin focus lower_taxes ?,-1
massive record_setting snowstorm freezing temperatures smart global_warming hoaxsters changed name climate_change $_$ $,1
realize entrepreneur important gift world jobs security well others midas_touch,1
congress worried american_workers not people came country breaking laws,-1
cbo estimates jobs lost due obamacare elections consequences,-1
congrats pres_obama dems cbo tripled estimate working hours lost due obamacare job killer,-1
’ highest_rated wine va uses gentle techniques produce quality wines,1
old_post office fully transformed iconic destination trump_int ' washington_dc,0
experience knowledge prescience formidable combination powers not underestimate think_like champion,1
greatest weakness lies giving certain way succeed always try one time thomas_edison,1
wind energy complete economic disaster,-1
rio de janeiro joins ’ going spectacular hotel,0
chance favors prepared mind louis pasteur,1
president leader free world dress like times wear suit tie major interviews,1
comes miami march_th returns see,0
watch commodity prices soar freezing cold bad economy could_use global_warming,-1
truly bad day advice go_home forget come_back tough next_year,-1
via talks family business,0
president obama visit macy buy beautiful trump silk ties,1
cannot get buildup terrible game worst super_bowl history advertisers must furious,-1
may worst football game ever played one team denver hard watch,-1
enjoy super_bowl,1
great time gary_player villa opening,1
oh hey saw bill areilly mets game donald_trump great today interview,1
wonder nbc interview donald_trump olympics ? would get great ratings,1
congratulations legal victory thanks,1
big believer think_big strategies,0
go website judge full decision trump university,0
afghanistan called leader karzai toying,0
congrats win never considered would not win enjoy every monday fox thank,1
cou finds favor trump university,1
unforgivable crime soft hitting not hit avoided never hit softly theodore roosevelt,-1
' tremendous victory trump university case vs lightweight got news ' saw coming thx,1
let see msm reports fervor used reported allegation thanks,1
let hope press covers loss false charges thanks,1
jamie dimon — love kicking lightweight ’ ass stop settling fight,-1
lightweight got ass kicked trump,-1
information trump university victory call alan garten esquire jeff goldman esquire,0
wow tremendous victory trump university case_against lightweight got news,1
never learned much one book capital genius people ignorant thx,1
mr_trump commendable million follows thank,1
true read great book mr_trump thanks,1
article street donald_trump card,0
day made read speaking first hope like,1
donald wins best brain break tweet ( aristotle quote ) thanks back work thank,1
right success breeds success best way impress people results thanks dolly,1
looking_forward hosted ’ erie county lincoln leadership reception tonight record_crowd cannot_wait,0
raffaele sollecito unfairly convicted ’ kill anyone italian government ashamed,-1
via mboyle exclusive donald_trump confirmed speak,1
best choice individual highest possible achieve aristotle,1
stopped office say_hello great_guy,1
design business start leverageable expandable predictable financeable –_midas touch,0
please wish happy_birthday big_fan thank happy_birthday,1
success breeds success best way impress people results –_think like_billionaire,1
republicans suicidal ? want push amnesty congress allowing democrats country,-1
ny safe act unconstitutional attack nd_amendment rights also increase crime,-1
obama said sotu global_warming fact sure factual like healthcare keep,1
excited announce trump rio de janeiro first south american hotel set open,1
future turn country around,0
sadly hbo no morals gave garbage another show boycott hbo,-1
one_worst prolonged cold spells history atlanta texas parts florida freezing global_warming anyone ?,-1
donald_trump president new era prosperity true would easy,1
remember comedian bill_maher openly praised disgusting terrorists destroyed world trade_center got canned abc ?,-1
may person planet beat_hillary,0
donald_trump president ? would awesome nice,1
please mr_trump america_needs someone like help country trump president thank,1
success rule surround successful people twitter follow trump = success,1
listening years interview today timer sensational,0
timeless classic nice,1
failing comedian bill_maher got accidental glimpse night really_dumb guy look past,-1
press_conference opening villa,0
opening villa,0
patriotism supporting country time government deserves mark twain,1
obamacare fully enacted ny conveniently expect higher premiums bigger deductibles worse care job killer,-1
cannot say great things think ? think_like champion,1
wow honored pass followers thanks followers going great year together,1
received wonderful letter new father bought son first book art_deal great parent,1
cheapest natural_gas world united_states,1
always leave ego door negotiations remember ’ business always another day,-1
un attacking franchise world problems really top priority ?,-1
welcome new reality moody ’ downgraded entire us health_insurance industry obamacare,1
thanks everyone support ’ top leaders icons rebels vv thanks voting trump,1
returns march_th watch top golfers world battle blue_monster,-1
great morning ( espn ) — two great guys fantastic show,1
mike mike one minute,0
mike mike show radio espn talking super_bowl sports no obama care,1
give clean beautiful healthy air not old climate_change ( global_warming ) bullshit tired hearing nonsense,1
weather cold long global_warming hoaxsters forced change name climate_change keep $ flow,-1
cannot_wait dt potus stop listening problems economy state_union,-1
snowing texas louisiana record_setting freezing temperatures throughout country beyond global_warming expensive hoax,-1
good business fascinating kind art making money art working art good business best art warhol,1
creativity control go hand hand brainpower ultimate leverage,1
not smart stay problems longer albert_einstein,0
much new_york state spending obnoxious commercial played endlessly tax incentive doesnnot work ?,1
steve_jobs spinning grave apple lost vision momentum must move fast get magic back,-1
come home country india see progress trump_towers pune ? soon,1
? today good sold today not good sold last_week,1
predicted apple stock fall based dumb refusal give option larger iphone screen like samsung sold apple stock,-1
apple iphone sales fell way short must go larger screen alternative fast ( said long_ago ) samsung size much_better,1
everything comes hustles waits thomas_edison,0
entrepreneurs ignorance not bliss fatal costly losers either get organized get crushed,-1
passion gives great momentum catalyst great achievement,1
give goals substance imbue value exceeds monetary make count many levels,1
tell like sir donnot pull punches keep good work thanks,1
fox_friends enjoy,1
obvious seems elude people vision,1
really believe great country continue survive incompetent leadership answer no better move fast,-1
weather events used global_warming hoaxsters justify higher_taxes save planet donnot_believe $_$ $,1
donnot_forget global_warming also mean earth getting colder way cover sides fence,-1
getting_ready answer_questions,1
nbc news called great freeze coldest weather years country still spending money global_warming hoax ?,1
thanks inspirational tweets like learn best thank,1
starts doral best world face test newbluemonster,1
right mindset job see work art form means paying attention every detail,0
times difficult must even focused ’ find profitable opportunities,1
via wsj wake destroy scotland,-1
asking big cast announcement coming soon,0
stories midtown new_york trump world tower ’ glass curtain wall true landmark,1
great day yesterday unveiling new gary_player villa gary champion great_guy,1
honored named one business ’ top leaders icons rebels vote trump,1
learn rules game play better_anyone else albert_einstein,1
never know tide going turn favor important never_give think_like champion,1
great piece visit politics eggs,1
leaving palm_beach ceremony opening magnificent gary_player villa trump nationak doral_miami gary great,1
set high standards meet proof learn taking risks,-1
today st birthday best gift could receive retweet supporting happy_birthday,1
happy anniversary wonderful_wife truly great decision,1
learning expect problems saved lot wasted energy winners see problems another way prove,-1
left amazing spot team done incredible_job go see,1
like thinking big ’ going thinking anything might well think_big donald_trump,1
never loser quit trying mike ditka,1
hope_change china controls record number debt,1
excited tomorrow ’ politics eggs co hosted live stream,1
people often ask secret success answer simple passion focus hard_work momentum keeps going,1
whether think think cannot right henry_ford,0
wwii vs years world_war ii started japanese bombing pearl_harbor (_cont ),-1
best choice ny time real_leader ny thanks,1
movie producer harvey weinstein lost company colony capital against guns makes movies major gun violence really,-1
trump_int ' one best golf_courses ever played saying something true thx,1
fox_friends,1
god damned genius trump agree thanks,1
great_job advice thank,1
named first born son hope lives name total_winner,1
president mr_trump would change direction country going ? many_things,0
inspiration great work_hard smart,1
really look work_ethic great continuing work_hard work smart,1
influential man world close second tonight game,1
inspired people time people like parents grandparents yes guy smart,1
thank,1
sherman great respect mr_trump,1
try successful work_hard,1
enough room egos nyc time ?_yes,1
run_president please,1
next president,0
going new potus time tell thanks,1
even australia inspiration thanks,1
honesty would enter politics would number supporter even_though liberal,1
trump national special pga event,1
ay,0
guy got good stuff man trump reading book,1
absolutely amazing still not sure running pres mr_trump ? ? lol world loves thanks,1
true inspiration many people including ess,1
amen ’ american thank much,1
big inspiration mr_trump ugandan make call first business trump trust,1
believe children poised respectful genuine good job ) thanks roxane,1
really successful always good cool head warm hea beautiful common touch,1
rising bay street brings opulent luxury along famous world_class amenities queen city,0
wow heard next tuesday ’ politics eggs largest crowd ever looking_forward making new friends,1
like intent another new_york state suicide mission got get act together,-1
get momentum must first focus specific goal passion intensity,1
trust instincts reason without instincts hard time getting staying top,1
talent wins games teamwork intelligence wins championships michael jordan,1
leader ed cox ’ record abysmal no victories hopefully turn things around,-1
senate concludes benghazi could prevented,1
continues push limits political investigative reporting andrew ’ legacy lives,0
looking_forward hosted politics eggs next tuesday see manchester,0
great article jeffrey_lord reagan revolution revolution ?,1
lightweight fighting – cuomo wins one easily schneiderman total_loser,-1
terrible story front_page nytimes lightweight_eric wear eyeliner ?,-1
hope enjoy story highly_respected real_estate weekly,1
winner think_like winner practice positive thinking reality checks,1
department homeland_security spent_$ billion_dollars building new headquarters years late billions budget,1
hope never find life another planet no_doubt united_states start sending money,1
thanks ted see show,1
would like thank great writer person real_estate weekly wonderful story much appreciated,1
winning takes talent repeat takes character john wooden,1
progress state new_york last three_years ? none backwards,1
senate immediately vote iranian sanctions bill delay ? iran already breaking agreement obama,1
gabriel sherman ’ book roger_ailes filled falsehoods inaccuracies publisher ashamed ( sued ),-1
th day today reply would best gift ever ? happy_birthday,1
donnot buy team ? best owner ever thanks,1
read books best advice three something passionate great,1
yankee fan agree whole heartedly not worth never trump great thx,-1
celebrities one speaks_truth need leaders like,1
rod ’ lawsuit trying overturn binding arbitration agreement going nowhere banned spring training,1
ed cox letter republicans badly ridiculed press never written weakness sad,-1
man huge inspiration thanks,1
retweet today = new tie purchase macy tomorrow,0
trump needs late_night show,0
internal debate whether_not unfollow daily basis cannot live without,0
good day mr_trump updates ur golf_course aberdeen ? ? record business,1
cannot_wait trumpdc thanks michael best keep great work,1
enjoying stay beautiful thanks bringing trump panama love hotel,1
trump strong_leader letterman weak passive insecure person thanks good,1
trust stayed times work fantastic,1
would describe one word ? magnificent,1
confidentiality agreement signed real birth_certificate keep great work,1
watching gates looks_like got hit truck didnnot obama get others sign confidentiality agreement ?,1
someone smart seriously run_president thank,1
like one day better,1
finally punta del este trump_tower missed year hope see opening,1
president would surround great people no mediocrity true,1
please_run president mr_trump country_needs fixing best man job thank,1
please_run president straighten things plenty straighten,1
need real businessman run country someone make money not charity nation true,-1
begged years_ago run pres america last shot descent darkness consider,-1
inspired boss start small_business,1
family going hawaii told go told ' best,1
ready another tice love love show,1
always inspiring personal best appreciate,1
thanks positive words_wisdom,1
new_york republicans_must change culture losing culture winning fast last decent shot,1
sending warm wishes dear friend birthday today happy_birthday holly,1
think positively zap negativity immediately focus solution_not problem persistent alert every_single day momentum,1
great success need passion make_sure well directed learn everything expert,1
success find love trust enough find best best,1
resilience part survival fittest formula make_sure remain adaptable,1
long_time admirer want buy one books friend suggestions ? art_deal good start,1
birthday wonderful gift could get retweet inspirational man ) happy_birthday,1
get ties ? trump_tower,0
know picture ? cute omg,1
wearing tie today going great day hem great,1
know truth donald please_run president save,1
need_someone like president thank,1
runs_president vote thanks,1
catch fred dicker radio show tuesday governor race listen live,0
would honored get follow greatest businessman ever,1
yankees dropped rod long_ago not even bothered arbitration would saved fortune,1
get inspiration everyday nice thanks,1
best speech history,1
focus goals not fixed patterns necessary unnecessary made clear,1
understand difficulties mistakes setbacks inevitable part business life donnot allow knock feet,-1
anticipate change embrace recognize new developments capitalize use open new doors,1
definitely great book think_like champion champion thanks,1
inspiration admire honesty perseverance business sense thank,1
looking_forward hearing speak starkey expo thursday las_vegas great,1
finished another great trump book one go great,1
wow donaldtrump pres america prepare exceptional greatness cheers thanks,1
think show fox donald_trump would something look_forward agree,1
amazing spot donald_trump team done incredible_job go see thx,1
no need great businessman,-1
consider perfect no faults,1
one gifted personalities today keep rocking world ur ingenious thoughts thank,1
love interacting fans much ? ?_yes,1
jeb lightweight,0
big_fan got trump mattress great like knew brand would serta,1
fox_friends minutes hope enjoy,1
watching horror story rod realized time let pete_rose baseball hall_fame,-1
reviewing options worried,-1
afraid use know happen thanks,1
please_run president everyone vote oh yeah buy mets every year,1
republican_party new_york conditioned lose no excuse leadership must move fast decisively,-1
thank strait shooter inspiration us young business_owners thank,1
please next president vote,1
bought couple beautiful ties today guaranteed look sharp week,1
fox_friends tomorrow_morning discussing sorts current disasters,-1
predicts golf greatest builder today,1
whether like obama not bob gates turned one disloyal dude personally hate rats,-1
get_vote thanks,1
proven job creator inspiration common man,1
would definitely best looking president ever ) thank nice,1
awesome,1
could help country hole,1
would first action president ? end obamacare,0
another president like reagan ?,1
think americans know would great president no possibility others thanks,1
politics sometimes life friends come go enemies accumulate,-1
obamacare_website contractor terminated obvious incompetence person hired going fired ?,-1
president obama fired obamacare_website builder question hired first_place ? sue damages,-1
brand_new blue_monster opened trump national_doral miami also great new driving range open notill midnight go see,1
need governor state mess,-1
focus goals not problems problems mind exercise learn play beyond comfort zone,1
tough_smart personable donnot take things_personally good business,1
_xx_justme still cannot_believe donald_trump responded tweet respect would best pres country thx,1
apprentice great show never tired watching thank,1
bravo thank,1
love trump chicago great place live visit thank,1
beautiful addition city skyline great dining thanks making chicago beautiful ever thank,1
fantastic point view % uk would agree,1
vancouver bc hotel going finished ? months,0
agree best_thing start telling_truth nothing truth,1
salmond one man crusade destroya brilliant union turn investment disgrace thx,1
planning golf trip scotland aug plan playing trump_int ' ? ?_yes best,1
’ thursday many people lost healthcare today ?,-1
darrell hammond hosted snl,0
trump organization continues expand internationally record pace many new announcements come soon,1
one world tallest buildings not star hotel star dining options,0
via_donald trump plans huge towers rio post olympic building boom,1
thanks everybody happy_birthday greetings ’ actually th_birthday apprentice birthday june_th,1
offshore wind dead duck scotland ’ time alex salmond manned stopped blaming westminster (_cont ),-1
news beautiful miss venezuela monica spear devastating knew spectacular woman missed,-1
please_run president would dream come true no better person run,1
happy_birthday always look_forward reading advice great,1
got vote donald save us economy,1
thank inspiring world no thank,1
famous people twitter one see tweet regular people,0
got love monday segments fox_friends never miss not monday worth mention,1
vote expect voting thank,1
happy_birthday one admired men like fine wine mr_trump great birthday thanks,1
see told god wanted president praying many_years wow_nice,1
cannot sleep thinking new celeb_apprentice,0
’ (_) company started advice ? give % (_kidding ),1
birthdays special retweet would make even special happy_birthday,1
happy new_year mr_trump role_model became successful ? father fred_trump,1
would nbc without apprentice ? make tv network mr_trump,0
get job pennsylvania ave,0
company owns $_million worth multi family properties started advice ? great,1
donald shall donnot run_president business genius unlike,0
not great show forgotten worthy causes charities supported great work done thanks,1
donald_trump tie prized possession closet great,1
country economy would back_track became next president true thanks,1
get show foxnews brilliant independent mind think show would surpass,1
congratulations mr_trump enjoyed ever season look_forward next_season entertaining thanks,1
let get course neighborhood kluge track membership awaits thanks,1
celebrity_apprentice truly great show great cast every season,1
would give anything president vote families friends nice,1
love apprentice,1
best reality_show tv love challenges,1
cannot_wait year never miss apprentice show cast amazing,1
family stayed last weekend blizzard outside pure heaven inside great,1
one time greats true spiritual leader wonderful person keep good fight,1
great year ties_shirts suits thanks new selections arrived amazing,1
cast show_tv fans excited confirm ? justin thanks great,1
thank letting play nal best golf_course ever proud,1
ever expected ? far far_better,1
tomorrow year_anniversary apprentice one_biggest hits television history time flies,0
’ gates resign unhappy told obama ? fact iraq etc always disasters,-1
critic president obama hate someone ( robert gates ) writes self serving negative book boss,-1
please go back original menu preparation believe much_better let know change made,1
identify goals know precisely want achieve study best people field plan best route success,1
remember think_big expanding horizons time expanding net worth,1
achievers_move forward times donnot tread water get go,0
stay confident even something bad happens bump road pass think_big,-1
congratulations five year_anniversary anchor brett great,1
looking_forward hosting house majority golf tournament trump_int ' west_palm beach jan th,0
try president united_states ? could great president thanks,1
realised home_alone looking dapper always thank,1
great quote turf business nj phil sups courses top notch thank,1
run_president get_vote along every one know thanks nice,1
respect tweets listen share kids thanks bob,1
experiencing coldest weather two decades people never remember anything like global_warming anyone ?,-1
vision stick donnot afraid unique every_day opportunity show highest_level,1
entrepreneurs set example magnet right people great leaders determine teams assemble,1
sec state kerry said would not go back iraq ’ not said stupid,1
another one predictions came true iraq total_disaster government losing control — sad,-1
via trump visit new_hampshire,0
hit million facebook,0
way fix health_care crisis run pres bring common_sense back govt thx,1
blue_monster top best courses year amazing course layout thank,1
world great riders mar_lago today trump invitational one important equestrian events year,1
antarctic ice shelf melt ' lowest ever_recorded global_warming not eroding ' via,-1
future always beginning mark strand former poet laureate,0
record snowfall freezing temps throughout country global_warming need ?,1
welcome new obamacare reality – doctor spent hours hold insurance company get approval surgery,1
top public course country magnificent pacific_ocean views,1
great campaigns support one today,1
via peter millard trump helps rio builders olympics corporate brazil,1
try develop tempo working momentum something work maintain important element success,1
regular part day devoted expanding horizons learning new beginning,1
know no encouraging fact unquestionable ability man elevate life conscious endeavor henry david thoreau,-1
invincibility lies defence possibility victory attack sun tzu,-1
snowden come_back america face justice instead begging clemency moscow treat spy,1
jan president obama end vacation early get back washington straighten obamacare catastrophe end,-1
thinking big driving force forged great achievements modern life think_big,1
entrepreneurs visionaries respects look beyond present keep mind looking opportunities,1
forbes star_diamond hotel star_diamond restaurant offers elite luxury,1
ran_president got vote fix country thanks,1
ties amazing well made,1
man,0
safe say biggest stud planet nt,1
irony imagine fossil fuels required rescue ship idiots,1
rooms like condos perfect families accommodating staff thanks,1
prez thank,1
true comment donald glad people like day age,1
know actually called climate_change right ? global_warming wasnnot working,1
al gore ship ?,0
expensive global_warming bullshit got stop planet freezing record_low temps gw scientists stuck ice,-1
today first day rest life make,0
would like wish everyone happy healthy new_year must work_together finally make_america safe great,1
believe state_department new_year ' eve released hillary mails want end bad,-1
thank illinois let not forget get family_friends vote,1
happy_bi hday son proud,1
would feel sorry badly campaign fact took millions $ hit ads,-1
tagain,0
nevada poll donald_trump % ted_cruz % marco_rubio % via great news,1
heard year_old man say would_rather work donald_trump bernie_sanders time leave party,1
' point ' gov sarah palin donald_trump,0
donald_trump running cost effective presidential_campaign modern history thank,1
message donald_trump no ’ not going hate latinos ’ not going hate muslims fully agree,1
reaction dropping race thoughts ?,0
influential gymnasts time fantastic shawn,1
people ask tweet tweet millions low polls ? big $ hit ads,-1
get pissed every time see ads fox waste money go trump many,-1
veterans love trump love vets even,1
patriots trump,0
spent_$ bottom polls spent almost nothing top win,-1
america loves trump ☺ tagain thank,1
great day south_carolina record_crowd fantastic enthusiasm movement make_america great,1
predict dying newspaper run ground publisher stinky joe mcquaid dead years,-1
lovely letter daughter late great john_wayne country could_use john_wayne right,1
great poll thank nevada tagain,1
going live ring new_year everybody tune tomorrow_night,0
thank hilton head south_carolina tagain,1
thank hilton head south_carolina,1
never thought would saying really_enjoyed television lately terrific hosting,1
joe mcquaid (_) desperately trying sell loser comments havennot helped much,-1
dying newspaper nh turmoil comments like bully got knocked,0
good_morning mr_trump awesome,1
trump tops dem candidates google dem debate,1
wow fantastic knew americans sma ? great know smart,1
donaldtrump donald no one could keep pace shows hard_work us president,-1
keep_momentum going mr_trump best new_year make_america great thanks,1
think jeb cancelling iowa rally last_night ? went didnnot,-1
iowa fantastic last_night amazing crowd people florida getting_ready go south_carolina big_crowd exciting,1
great last_night thanks nice_words make_america great,1
thank council bluffs iowa silent_majority silent no,1
joe mcquaid (_) dying union leader wanted ads lunches donations speeches tweets unethical,-1
great people new_hampshire love not properly served dying union leader newspaper,1
shows dumb joe mcquaid (_) dying union leader put letter wrote saying didnnot failed debate,-1
hope better rubio hearings total_disaster republicans america,1
need real president,0
looking_forward council bluffs iowa later today despite weather rally fantastic tagain,-1
spent almost nothing run_president st place jeb_bush spent_$ million done run country way,0
campaign president $ budget spent little ( st place ) spend big iowa,0
minorities line behind donald_trump tagain,0
terrific hosting really gets,1
remember bill_clinton brought help hillary against obama terrible failed badly called racist,-1
trump listening voters unlike gop,0
no casualties victory victory victory proclaim truth heart love god usa,1
keep trying attack trump ? really_dumb strategy lose wins make_america great,-1
flashback saved georgia farm thank nice memories,1
thank nashua new_hampshire tagain,1
thank,1
thank supporter video campaign past months video,1
strange see wacko bernie_sanders allies coming lowering taxes double triple disaster,-1
wages country low good jobs people lost faith leaders need smart strong leadership,1
many great jobs people country want long gone shipped countries part time sad fix,1
middle_class worked_hard not getting kind jobs long dreamed no effective raise years bad,-1
hillary thinks unleash husband terrible record women abuse playing women card wrong,-1
need real president get things_done want thank,1
hopefully republican national_committee straighten total_mess taking_place virginia republican_party fast,1
straighten republican_party virginia late stupid rnc,-1
blew campaign gave hillary pass mail crime said feel wages america high lie,-1
voters republican_party virginia excluding doom chance victory dems love smart win change,1
virginia lost statewide times row not allow desperately_needed new voters suicidal mistake rnc must act,-1
begins republican_party virginia controlled rnc working_hard disallow independent unaffiliated new voters bad,-1
supports amnesty desperate trey gowdy going campaign,1
prediction trey gowdy endorsement rubio nothing rubio finish gowdy,1
face trey gowdy failed miserably benghazi allowed drag end let hillary get_away murder,-1
andreajmarkley rubio finally gets endorsement – loser gowdy via dailyne,-1
far women hillary keep country safe something not able no strength stamina,1
thank co ce f mukfm,1
hillary_clinton announced letting husband campaign ' demonstrated penchant sexism inappropriate,0
insurance_companies making lots_money # uninsured still large obamacare failure since expensive,-1
new terror warning issued european cties point say enough get really tough_smart weak leaders,-1
tagain story,0
criminal deportations lowest number many_years letting criminals knowingly stay country must change,-1
phoenix reported worse shape ever wait horrendous people dying fix,-1
people said wouldnnot run wouldnnot lead well ( st place leading % ) say wonnot beat_hillary,1
dishonest_reporting think going air came_along no ratings beat_hillary,-1
announced trump story totally meaningless however donnot win make_america great,1
thank mr_trump look_forward elected next president united_states tagain nice,1
know making christmas great family food friends &_amp trump shi hope hea america,1
thank tweet today christmas cannot_wait see president mr_trump awesome,1
reading best book ever thank,1
democrats hillary particular say must build_wall great wall mexico going pay ? never,1
great veterans treated_badly corruption incompetence stop fix quickly,-1
remember failed candidate said illegals came across border act love ? spent_$ million %,1
many problems house ( country ) need fix let visitors come stay make_america great,1
everyone see democrats president obama starting deport people illegally politics,0
great today gets going politics sees clearly,1
merry_christmas great day really amazing year together_make america_great done,1
great_job today wise indeed,1
didnnot report hillary lying isis video bad reporting perhaps better next_year doubt,-1
talked megyn kelly story true total distortion facts,1
palm_beach florida going church tonight make_america great,1
dishonest not showing new poll % points higher cruz honest chuck,-1
isnnot using much newer poll discussing well instead older poll ? cnn even_better,1
wow pressure put ice launch large_scale depo ation raids time,1
next_year interesting one look_forward running_against hillary_clinton totally flawed candidate beating soundly,-1
third_rate reporters amy chozick maggie haberman failing totally hillary circle bias think bill,-1
wow even lowly rand_paul past new poll jeb % % stop throwing money drain,1
ridiculous ad jeb speaking debate doesnnot allow answer destroys sad,-1
poor spent_$ million campaign spent almost nothing bottom ( gone ) top ( lot ) needs,-1
jim fail mention cnn poll gop race trump leading cruz big detail,-1
great christmas movie perfect tagain story,1
hillary even allowed run criminal,-1
hillary even allowed run criminal good question,-1
hillary said really deplore tone inflammatory rhetoric campaign deplore death destruction caused stupidity,-1
merry_christmas happy holidays tagain_co xivw ldtqv,1
hillary complain penchant sexism referring great respect women careful,1
hard_believe winning much treated_badly media new poll amazing categories pt lead,1
give much airtime ( fox pundits ) biased still thinks romney unfair coverage trump,-1
treats badly using old quinnipiac poll much smaller lead poll negative,-1
lobbyist ( power ) not imposing taxes today nasty cartoon attacking kids bad,-1
silent_majority silent no remember importance voting tagain,-1
hillary_clinton staged event yesterday pathetic careful hillary play war women women degraded card,-1
tagain,0
thank america together tagain,1
big news new poll trump_leads every major category likeability way cruz carson rubio,0
need president strength stamina heart incredible deal making skill country ever going able prosper,1
shame biased media able incorrectly define word public know definition wrong sad,-1
said hillary_clinton got schlonged obama meant got beaten_badly media knows often used word politics,-1
tagain,0
wow new reuters_poll big lead want make_america great trump cruz top drudge,1
tv defending use word schlonged bc giving false meaning tell means beaten_badly dishonest,-1
npr said schlonged wapo mondale ferraro campaign ticket went get schlonged polls,0
dishonest schlonged not vulgar said hillary got schlonged meant beaten_badly,-1
jeb big ad buy against paid lobbyists shows face doesnnot answering jeb statements really pathetic,-1
watching consider one least talented people television boring biased,-1
women defy media narrative love trump packed michigan rally video,1
donald named man year dominates polls news talk shows social_media maga,1
well % % know jeb started keep moving stage classic,1
opening closing debate said terrible fumbled around incoherent,-1
doesnnot ads show answer statement debate ?,0
phony advertising campaign show asking apologize wife debate ?,1
took millions $ special_interest money look like tough guy never work,1
weak low_energy whose campaign disaster ads against tries look like tough guy,-1
great patriot,1
suggests online polls reliable trump crushing parties,1
